"Assessed","Assessor","question1","question2","dimension","answer"
"Catronia Finocchi","Metin Buntyn","2. This person makes the team more effective."," ","Desired Performance",""
"Catronia Finocchi","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Catronia Finocchi","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Catronia Finocchi","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Catronia Finocchi","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Catronia Finocchi","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Catronia Finocchi","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Catronia Finocchi","Graym Renollet"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Catronia Finocchi","Graym Renollet"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Catronia Finocchi","Graym Renollet"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Catronia Finocchi","Graym Renollet"," ","Spaceholder",""," "
"Catronia Finocchi","Graym Renollet"," ","Spaceholder",""," "
"Catronia Finocchi","Graym Renollet"," ","Spaceholder","",""
"Catronia Finocchi","Graym Renollet"," ","Your relationship to the person being assessed","","Peer"
"Catronia Finocchi","Graym Renollet","1. This person proactively works on solutions."," ","Current Performance","1"
"Catronia Finocchi","Graym Renollet","1. This person proactively works on solutions."," ","Desired Performance",""
"Catronia Finocchi","Graym Renollet","2. This person makes the team more effective."," ","Current Performance","7"
"Catronia Finocchi","Graym Renollet","2. This person makes the team more effective."," ","Desired Performance",""
"Catronia Finocchi","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Catronia Finocchi","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Catronia Finocchi","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Catronia Finocchi","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Catronia Finocchi","Graym Renollet","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Catronia Finocchi","Graym Renollet","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Catronia Finocchi","Weru Shifflette"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Catronia Finocchi","Weru Shifflette"," ","Up to 3 things the person should improve","",""
"Catronia Finocchi","Weru Shifflette"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Catronia Finocchi","Weru Shifflette"," ","Spaceholder","",""
"Catronia Finocchi","Weru Shifflette"," ","Spaceholder",""," "
"Catronia Finocchi","Weru Shifflette"," ","Spaceholder","",""
"Catronia Finocchi","Weru Shifflette"," ","Your relationship to the person being assessed","","Peer"
"Catronia Finocchi","Weru Shifflette","1. This person proactively works on solutions."," ","Current Performance","1"
"Catronia Finocchi","Weru Shifflette","1. This person proactively works on solutions."," ","Desired Performance",""
"Catronia Finocchi","Weru Shifflette","2. This person makes the team more effective."," ","Current Performance","6"
"Catronia Finocchi","Weru Shifflette","2. This person makes the team more effective."," ","Desired Performance",""
"Catronia Finocchi","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Catronia Finocchi","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Catronia Finocchi","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Catronia Finocchi","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Catronia Finocchi","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Catronia Finocchi","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Catronia Finocchi","Lilian Goodmon"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Catronia Finocchi","Lilian Goodmon"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Catronia Finocchi","Lilian Goodmon"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Catronia Finocchi","Lilian Goodmon"," ","Spaceholder",""," "
"Catronia Finocchi","Lilian Goodmon"," ","Spaceholder","",""
"Catronia Finocchi","Lilian Goodmon"," ","Spaceholder",""," "
"Catronia Finocchi","Lilian Goodmon"," ","Your relationship to the person being assessed","","Peer"
"Catronia Finocchi","Lilian Goodmon","1. This person proactively works on solutions."," ","Current Performance","5"
"Catronia Finocchi","Lilian Goodmon","1. This person proactively works on solutions."," ","Desired Performance",""
"Catronia Finocchi","Lilian Goodmon","2. This person makes the team more effective."," ","Current Performance","3"
"Catronia Finocchi","Lilian Goodmon","2. This person makes the team more effective."," ","Desired Performance",""
"Catronia Finocchi","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Catronia Finocchi","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Catronia Finocchi","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Catronia Finocchi","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Catronia Finocchi","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Catronia Finocchi","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Catronia Finocchi","Dyann Woodhurst"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Catronia Finocchi","Dyann Woodhurst"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Catronia Finocchi","Dyann Woodhurst"," ","Up to 3 things the person should keep doing","",""
"Catronia Finocchi","Dyann Woodhurst"," ","Spaceholder","",""
"Catronia Finocchi","Dyann Woodhurst"," ","Spaceholder","",""
"Catronia Finocchi","Dyann Woodhurst"," ","Spaceholder","",""
"Catronia Finocchi","Dyann Woodhurst"," ","Your relationship to the person being assessed","","Peer"
"Catronia Finocchi","Dyann Woodhurst","1. This person proactively works on solutions."," ","Current Performance","7"
"Catronia Finocchi","Dyann Woodhurst","1. This person proactively works on solutions."," ","Desired Performance",""
"Catronia Finocchi","Dyann Woodhurst","2. This person makes the team more effective."," ","Current Performance","5"
"Catronia Finocchi","Dyann Woodhurst","2. This person makes the team more effective."," ","Desired Performance",""
"Catronia Finocchi","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Catronia Finocchi","Dyann Woodhurst","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Catronia Finocchi","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Catronia Finocchi","Dyann Woodhurst","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Catronia Finocchi","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Catronia Finocchi","Dyann Woodhurst","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Catronia Finocchi","Carlanne Gelbard"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Catronia Finocchi","Carlanne Gelbard"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Catronia Finocchi","Carlanne Gelbard"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Catronia Finocchi","Carlanne Gelbard"," ","Spaceholder","",""
"Catronia Finocchi","Carlanne Gelbard"," ","Spaceholder","",""
"Catronia Finocchi","Carlanne Gelbard"," ","Spaceholder","",""
"Catronia Finocchi","Carlanne Gelbard"," ","Your relationship to the person being assessed","","Peer"
"Catronia Finocchi","Carlanne Gelbard","1. This person proactively works on solutions."," ","Current Performance","3"
"Catronia Finocchi","Carlanne Gelbard","1. This person proactively works on solutions."," ","Desired Performance",""
"Catronia Finocchi","Carlanne Gelbard","2. This person makes the team more effective."," ","Current Performance","5"
"Catronia Finocchi","Carlanne Gelbard","2. This person makes the team more effective."," ","Desired Performance",""
"Catronia Finocchi","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Catronia Finocchi","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Catronia Finocchi","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Catronia Finocchi","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Catronia Finocchi","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Catronia Finocchi","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Stacey-Anne Greenig"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Dyann Woodhurst","Stacey-Anne Greenig"," ","Up to 3 things the person should improve","","Align more with team"
"Dyann Woodhurst","Stacey-Anne Greenig"," ","Up to 3 things the person should keep doing","",""
"Dyann Woodhurst","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Dyann Woodhurst","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Dyann Woodhurst","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Dyann Woodhurst","Stacey-Anne Greenig"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Current Performance","4"
"Dyann Woodhurst","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Current Performance","5"
"Dyann Woodhurst","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Dyann Woodhurst","Stacey-Anne Greenig","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Dyann Woodhurst","Stacey-Anne Greenig","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Dyann Woodhurst","Stacey-Anne Greenig","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Laureen Jagtiani"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Dyann Woodhurst","Laureen Jagtiani"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Dyann Woodhurst","Laureen Jagtiani"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Dyann Woodhurst","Laureen Jagtiani"," ","Spaceholder","",""
"Dyann Woodhurst","Laureen Jagtiani"," ","Spaceholder",""," "
"Dyann Woodhurst","Laureen Jagtiani"," ","Spaceholder","",""
"Dyann Woodhurst","Laureen Jagtiani"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Laureen Jagtiani","1. This person proactively works on solutions."," ","Current Performance","1"
"Dyann Woodhurst","Laureen Jagtiani","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Laureen Jagtiani","2. This person makes the team more effective."," ","Current Performance","5"
"Dyann Woodhurst","Laureen Jagtiani","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Dyann Woodhurst","Laureen Jagtiani","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Dyann Woodhurst","Laureen Jagtiani","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Dyann Woodhurst","Laureen Jagtiani","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Marjiwra Clowe"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Dyann Woodhurst","Marjiwra Clowe"," ","Up to 3 things the person should improve","",""
"Dyann Woodhurst","Marjiwra Clowe"," ","Up to 3 things the person should keep doing","",""
"Dyann Woodhurst","Marjiwra Clowe"," ","Spaceholder","",""
"Dyann Woodhurst","Marjiwra Clowe"," ","Spaceholder","",""
"Dyann Woodhurst","Marjiwra Clowe"," ","Spaceholder","",""
"Dyann Woodhurst","Marjiwra Clowe"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Marjiwra Clowe","1. This person proactively works on solutions."," ","Current Performance","5"
"Dyann Woodhurst","Marjiwra Clowe","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Marjiwra Clowe","2. This person makes the team more effective."," ","Current Performance","5"
"Dyann Woodhurst","Marjiwra Clowe","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Dyann Woodhurst","Marjiwra Clowe","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Dyann Woodhurst","Marjiwra Clowe","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Dyann Woodhurst","Marjiwra Clowe","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Nadelena Ala"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Dyann Woodhurst","Nadelena Ala"," ","Up to 3 things the person should improve","",""
"Dyann Woodhurst","Nadelena Ala"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Dyann Woodhurst","Nadelena Ala"," ","Spaceholder",""," "
"Dyann Woodhurst","Nadelena Ala"," ","Spaceholder","",""
"Dyann Woodhurst","Nadelena Ala"," ","Spaceholder","",""
"Dyann Woodhurst","Nadelena Ala"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Nadelena Ala","1. This person proactively works on solutions."," ","Current Performance","2"
"Dyann Woodhurst","Nadelena Ala","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Nadelena Ala","2. This person makes the team more effective."," ","Current Performance","1"
"Dyann Woodhurst","Nadelena Ala","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Dyann Woodhurst","Nadelena Ala","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Dyann Woodhurst","Nadelena Ala","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Dyann Woodhurst","Nadelena Ala","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Peta Karmazin"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Dyann Woodhurst","Peta Karmazin"," ","Up to 3 things the person should improve","","Align more with team"
"Dyann Woodhurst","Peta Karmazin"," ","Up to 3 things the person should keep doing","",""
"Dyann Woodhurst","Peta Karmazin"," ","Spaceholder",""," "
"Dyann Woodhurst","Peta Karmazin"," ","Spaceholder","",""
"Dyann Woodhurst","Peta Karmazin"," ","Spaceholder",""," "
"Dyann Woodhurst","Peta Karmazin"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Peta Karmazin","1. This person proactively works on solutions."," ","Current Performance","2"
"Dyann Woodhurst","Peta Karmazin","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Peta Karmazin","2. This person makes the team more effective."," ","Current Performance","1"
"Dyann Woodhurst","Peta Karmazin","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Current Performance","1"
"Dyann Woodhurst","Peta Karmazin","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Dyann Woodhurst","Peta Karmazin","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Dyann Woodhurst","Peta Karmazin","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Metin Buntyn"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Dyann Woodhurst","Metin Buntyn"," ","Up to 3 things the person should improve","","Align more with team"
"Dyann Woodhurst","Metin Buntyn"," ","Up to 3 things the person should keep doing","",""
"Dyann Woodhurst","Metin Buntyn"," ","Spaceholder",""," "
"Dyann Woodhurst","Metin Buntyn"," ","Spaceholder","",""
"Dyann Woodhurst","Metin Buntyn"," ","Spaceholder",""," "
"Dyann Woodhurst","Metin Buntyn"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Metin Buntyn","1. This person proactively works on solutions."," ","Current Performance","1"
"Dyann Woodhurst","Metin Buntyn","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Metin Buntyn","2. This person makes the team more effective."," ","Current Performance","5"
"Dyann Woodhurst","Metin Buntyn","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Dyann Woodhurst","Metin Buntyn","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Dyann Woodhurst","Metin Buntyn","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Dyann Woodhurst","Metin Buntyn","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Graym Renollet"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Dyann Woodhurst","Graym Renollet"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Dyann Woodhurst","Graym Renollet"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Dyann Woodhurst","Graym Renollet"," ","Spaceholder","",""
"Dyann Woodhurst","Graym Renollet"," ","Spaceholder",""," "
"Dyann Woodhurst","Graym Renollet"," ","Spaceholder","",""
"Dyann Woodhurst","Graym Renollet"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Graym Renollet","1. This person proactively works on solutions."," ","Current Performance","4"
"Dyann Woodhurst","Graym Renollet","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Graym Renollet","2. This person makes the team more effective."," ","Current Performance","2"
"Dyann Woodhurst","Graym Renollet","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Dyann Woodhurst","Graym Renollet","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Dyann Woodhurst","Graym Renollet","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Graym Renollet","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Dyann Woodhurst","Graym Renollet","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Weru Shifflette"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Dyann Woodhurst","Weru Shifflette"," ","Up to 3 things the person should improve","",""
"Dyann Woodhurst","Weru Shifflette"," ","Up to 3 things the person should keep doing","",""
"Dyann Woodhurst","Weru Shifflette"," ","Spaceholder",""," "
"Dyann Woodhurst","Weru Shifflette"," ","Spaceholder","",""
"Dyann Woodhurst","Weru Shifflette"," ","Spaceholder",""," "
"Dyann Woodhurst","Weru Shifflette"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Weru Shifflette","1. This person proactively works on solutions."," ","Current Performance","7"
"Dyann Woodhurst","Weru Shifflette","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Weru Shifflette","2. This person makes the team more effective."," ","Current Performance","1"
"Dyann Woodhurst","Weru Shifflette","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Dyann Woodhurst","Weru Shifflette","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Dyann Woodhurst","Weru Shifflette","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Dyann Woodhurst","Weru Shifflette","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Lilian Goodmon"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Dyann Woodhurst","Lilian Goodmon"," ","Up to 3 things the person should improve","",""
"Dyann Woodhurst","Lilian Goodmon"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Dyann Woodhurst","Lilian Goodmon"," ","Spaceholder",""," "
"Dyann Woodhurst","Lilian Goodmon"," ","Spaceholder",""," "
"Dyann Woodhurst","Lilian Goodmon"," ","Spaceholder",""," "
"Dyann Woodhurst","Lilian Goodmon"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Lilian Goodmon","1. This person proactively works on solutions."," ","Current Performance","4"
"Dyann Woodhurst","Lilian Goodmon","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Lilian Goodmon","2. This person makes the team more effective."," ","Current Performance","4"
"Dyann Woodhurst","Lilian Goodmon","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Dyann Woodhurst","Lilian Goodmon","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Dyann Woodhurst","Lilian Goodmon","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Dyann Woodhurst","Lilian Goodmon","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Catronia Finocchi"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Dyann Woodhurst","Catronia Finocchi"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Dyann Woodhurst","Catronia Finocchi"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Dyann Woodhurst","Catronia Finocchi"," ","Spaceholder",""," "
"Dyann Woodhurst","Catronia Finocchi"," ","Spaceholder",""," "
"Dyann Woodhurst","Catronia Finocchi"," ","Spaceholder","",""
"Dyann Woodhurst","Catronia Finocchi"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Catronia Finocchi","1. This person proactively works on solutions."," ","Current Performance","3"
"Dyann Woodhurst","Catronia Finocchi","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Catronia Finocchi","2. This person makes the team more effective."," ","Current Performance","5"
"Dyann Woodhurst","Catronia Finocchi","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Dyann Woodhurst","Catronia Finocchi","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Dyann Woodhurst","Catronia Finocchi","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Dyann Woodhurst","Catronia Finocchi","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Dyann Woodhurst","Carlanne Gelbard"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Dyann Woodhurst","Carlanne Gelbard"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Dyann Woodhurst","Carlanne Gelbard"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Dyann Woodhurst","Carlanne Gelbard"," ","Spaceholder",""," "
"Dyann Woodhurst","Carlanne Gelbard"," ","Spaceholder",""," "
"Dyann Woodhurst","Carlanne Gelbard"," ","Spaceholder","",""
"Dyann Woodhurst","Carlanne Gelbard"," ","Your relationship to the person being assessed","","Peer"
"Dyann Woodhurst","Carlanne Gelbard","1. This person proactively works on solutions."," ","Current Performance","5"
"Dyann Woodhurst","Carlanne Gelbard","1. This person proactively works on solutions."," ","Desired Performance",""
"Dyann Woodhurst","Carlanne Gelbard","2. This person makes the team more effective."," ","Current Performance","2"
"Dyann Woodhurst","Carlanne Gelbard","2. This person makes the team more effective."," ","Desired Performance",""
"Dyann Woodhurst","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Dyann Woodhurst","Carlanne Gelbard","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Dyann Woodhurst","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Dyann Woodhurst","Carlanne Gelbard","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Dyann Woodhurst","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Dyann Woodhurst","Carlanne Gelbard","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Carlanne Gelbard","Stacey-Anne Greenig"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Carlanne Gelbard","Stacey-Anne Greenig"," ","Up to 3 things the person should improve","",""
"Carlanne Gelbard","Stacey-Anne Greenig"," ","Up to 3 things the person should keep doing","",""
"Carlanne Gelbard","Stacey-Anne Greenig"," ","Spaceholder","",""
"Carlanne Gelbard","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Carlanne Gelbard","Stacey-Anne Greenig"," ","Spaceholder",""," "
"Carlanne Gelbard","Stacey-Anne Greenig"," ","Your relationship to the person being assessed","","Peer"
"Carlanne Gelbard","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Current Performance","5"
"Carlanne Gelbard","Stacey-Anne Greenig","1. This person proactively works on solutions."," ","Desired Performance",""
"Carlanne Gelbard","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Current Performance","4"
"Carlanne Gelbard","Stacey-Anne Greenig","2. This person makes the team more effective."," ","Desired Performance",""
