"Assessed","Assessor","question1","question2","dimension","answer"
"Averoes Cores","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Averoes Cores","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Averoes Cores","Suzana Spink","5. On my next project I would like to work with this person again."," ","Current Performance","5"
"Averoes Cores","Suzana Spink","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Kenna Strelec"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Mara Allgyer","Kenna Strelec"," ","Up to 3 things the person should improve","",""
"Mara Allgyer","Kenna Strelec"," ","Up to 3 things the person should keep doing","",""
"Mara Allgyer","Kenna Strelec"," ","Spaceholder","",""
"Mara Allgyer","Kenna Strelec"," ","Spaceholder","",""
"Mara Allgyer","Kenna Strelec"," ","Spaceholder","",""
"Mara Allgyer","Kenna Strelec"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Kenna Strelec","1. This person proactively works on solutions."," ","Current Performance","3"
"Mara Allgyer","Kenna Strelec","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Kenna Strelec","2. This person makes the team more effective."," ","Current Performance","2"
"Mara Allgyer","Kenna Strelec","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Mara Allgyer","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Mara Allgyer","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Mara Allgyer","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Deanna Chopp"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Mara Allgyer","Deanna Chopp"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Mara Allgyer","Deanna Chopp"," ","Up to 3 things the person should keep doing","",""
"Mara Allgyer","Deanna Chopp"," ","Spaceholder",""," "
"Mara Allgyer","Deanna Chopp"," ","Spaceholder","",""
"Mara Allgyer","Deanna Chopp"," ","Spaceholder",""," "
"Mara Allgyer","Deanna Chopp"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Deanna Chopp","1. This person proactively works on solutions."," ","Current Performance","4"
"Mara Allgyer","Deanna Chopp","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Deanna Chopp","2. This person makes the team more effective."," ","Current Performance","1"
"Mara Allgyer","Deanna Chopp","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Mara Allgyer","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Mara Allgyer","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Mara Allgyer","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Sadiah Deigado"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Mara Allgyer","Sadiah Deigado"," ","Up to 3 things the person should improve","","Align more with team"
"Mara Allgyer","Sadiah Deigado"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Mara Allgyer","Sadiah Deigado"," ","Spaceholder","",""
"Mara Allgyer","Sadiah Deigado"," ","Spaceholder","",""
"Mara Allgyer","Sadiah Deigado"," ","Spaceholder","",""
"Mara Allgyer","Sadiah Deigado"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Sadiah Deigado","1. This person proactively works on solutions."," ","Current Performance","2"
"Mara Allgyer","Sadiah Deigado","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Sadiah Deigado","2. This person makes the team more effective."," ","Current Performance","7"
"Mara Allgyer","Sadiah Deigado","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Mara Allgyer","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","5"
"Mara Allgyer","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Current Performance","7"
"Mara Allgyer","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Anne-Maree Koeber"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Mara Allgyer","Anne-Maree Koeber"," ","Up to 3 things the person should improve","","No improvement is necessary"
"Mara Allgyer","Anne-Maree Koeber"," ","Up to 3 things the person should keep doing","",""
"Mara Allgyer","Anne-Maree Koeber"," ","Spaceholder",""," "
"Mara Allgyer","Anne-Maree Koeber"," ","Spaceholder","",""
"Mara Allgyer","Anne-Maree Koeber"," ","Spaceholder",""," "
"Mara Allgyer","Anne-Maree Koeber"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Current Performance","6"
"Mara Allgyer","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Anne-Maree Koeber","2. This person makes the team more effective."," ","Current Performance","5"
"Mara Allgyer","Anne-Maree Koeber","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Mara Allgyer","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Mara Allgyer","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Mara Allgyer","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Jordi Delso"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Mara Allgyer","Jordi Delso"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Mara Allgyer","Jordi Delso"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Mara Allgyer","Jordi Delso"," ","Spaceholder",""," "
"Mara Allgyer","Jordi Delso"," ","Spaceholder",""," "
"Mara Allgyer","Jordi Delso"," ","Spaceholder","",""
"Mara Allgyer","Jordi Delso"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Jordi Delso","1. This person proactively works on solutions."," ","Current Performance","3"
"Mara Allgyer","Jordi Delso","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Jordi Delso","2. This person makes the team more effective."," ","Current Performance","4"
"Mara Allgyer","Jordi Delso","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Mara Allgyer","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Mara Allgyer","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Jordi Delso","5. On my next project I would like to work with this person again."," ","Current Performance","2"
"Mara Allgyer","Jordi Delso","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Averoes Cores"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Mara Allgyer","Averoes Cores"," ","Up to 3 things the person should improve","",""
"Mara Allgyer","Averoes Cores"," ","Up to 3 things the person should keep doing","","Your upskilling is great"
"Mara Allgyer","Averoes Cores"," ","Spaceholder",""," "
"Mara Allgyer","Averoes Cores"," ","Spaceholder","",""
"Mara Allgyer","Averoes Cores"," ","Spaceholder",""," "
"Mara Allgyer","Averoes Cores"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Averoes Cores","1. This person proactively works on solutions."," ","Current Performance","2"
"Mara Allgyer","Averoes Cores","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Averoes Cores","2. This person makes the team more effective."," ","Current Performance","1"
"Mara Allgyer","Averoes Cores","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Current Performance","6"
"Mara Allgyer","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Mara Allgyer","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Averoes Cores","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Mara Allgyer","Averoes Cores","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Karleen Dobyns"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Mara Allgyer","Karleen Dobyns"," ","Up to 3 things the person should improve","",""
"Mara Allgyer","Karleen Dobyns"," ","Up to 3 things the person should keep doing","",""
"Mara Allgyer","Karleen Dobyns"," ","Spaceholder",""," "
"Mara Allgyer","Karleen Dobyns"," ","Spaceholder",""," "
"Mara Allgyer","Karleen Dobyns"," ","Spaceholder",""," "
"Mara Allgyer","Karleen Dobyns"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Karleen Dobyns","1. This person proactively works on solutions."," ","Current Performance","1"
"Mara Allgyer","Karleen Dobyns","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Karleen Dobyns","2. This person makes the team more effective."," ","Current Performance","1"
"Mara Allgyer","Karleen Dobyns","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Current Performance","7"
"Mara Allgyer","Karleen Dobyns","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Mara Allgyer","Karleen Dobyns","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Mara Allgyer","Karleen Dobyns","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Ron Durda"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Mara Allgyer","Ron Durda"," ","Up to 3 things the person should improve","","Align more with team"
"Mara Allgyer","Ron Durda"," ","Up to 3 things the person should keep doing","",""
"Mara Allgyer","Ron Durda"," ","Spaceholder",""," "
"Mara Allgyer","Ron Durda"," ","Spaceholder","",""
"Mara Allgyer","Ron Durda"," ","Spaceholder",""," "
"Mara Allgyer","Ron Durda"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Ron Durda","1. This person proactively works on solutions."," ","Current Performance","1"
"Mara Allgyer","Ron Durda","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Ron Durda","2. This person makes the team more effective."," ","Current Performance","2"
"Mara Allgyer","Ron Durda","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Mara Allgyer","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","7"
"Mara Allgyer","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Ron Durda","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Mara Allgyer","Ron Durda","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Mara Allgyer","Suzana Spink"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Mara Allgyer","Suzana Spink"," ","Up to 3 things the person should improve","",""
"Mara Allgyer","Suzana Spink"," ","Up to 3 things the person should keep doing","",""
"Mara Allgyer","Suzana Spink"," ","Spaceholder",""," "
"Mara Allgyer","Suzana Spink"," ","Spaceholder",""," "
"Mara Allgyer","Suzana Spink"," ","Spaceholder","",""
"Mara Allgyer","Suzana Spink"," ","Your relationship to the person being assessed","","Peer"
"Mara Allgyer","Suzana Spink","1. This person proactively works on solutions."," ","Current Performance","2"
"Mara Allgyer","Suzana Spink","1. This person proactively works on solutions."," ","Desired Performance",""
"Mara Allgyer","Suzana Spink","2. This person makes the team more effective."," ","Current Performance","1"
"Mara Allgyer","Suzana Spink","2. This person makes the team more effective."," ","Desired Performance",""
"Mara Allgyer","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Mara Allgyer","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Mara Allgyer","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Mara Allgyer","Suzana Spink","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Mara Allgyer","Suzana Spink","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Mara Allgyer","Suzana Spink","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Kenna Strelec"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Karleen Dobyns","Kenna Strelec"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Karleen Dobyns","Kenna Strelec"," ","Up to 3 things the person should keep doing","",""
"Karleen Dobyns","Kenna Strelec"," ","Spaceholder","",""
"Karleen Dobyns","Kenna Strelec"," ","Spaceholder","",""
"Karleen Dobyns","Kenna Strelec"," ","Spaceholder","",""
"Karleen Dobyns","Kenna Strelec"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Kenna Strelec","1. This person proactively works on solutions."," ","Current Performance","3"
"Karleen Dobyns","Kenna Strelec","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Kenna Strelec","2. This person makes the team more effective."," ","Current Performance","4"
"Karleen Dobyns","Kenna Strelec","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Karleen Dobyns","Kenna Strelec","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Karleen Dobyns","Kenna Strelec","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Karleen Dobyns","Kenna Strelec","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Deanna Chopp"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Karleen Dobyns","Deanna Chopp"," ","Up to 3 things the person should improve","",""
"Karleen Dobyns","Deanna Chopp"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Karleen Dobyns","Deanna Chopp"," ","Spaceholder",""," "
"Karleen Dobyns","Deanna Chopp"," ","Spaceholder",""," "
"Karleen Dobyns","Deanna Chopp"," ","Spaceholder","",""
"Karleen Dobyns","Deanna Chopp"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Deanna Chopp","1. This person proactively works on solutions."," ","Current Performance","5"
"Karleen Dobyns","Deanna Chopp","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Deanna Chopp","2. This person makes the team more effective."," ","Current Performance","4"
"Karleen Dobyns","Deanna Chopp","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Karleen Dobyns","Deanna Chopp","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Karleen Dobyns","Deanna Chopp","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Karleen Dobyns","Deanna Chopp","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Sadiah Deigado"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Karleen Dobyns","Sadiah Deigado"," ","Up to 3 things the person should improve","",""
"Karleen Dobyns","Sadiah Deigado"," ","Up to 3 things the person should keep doing","",""
"Karleen Dobyns","Sadiah Deigado"," ","Spaceholder","",""
"Karleen Dobyns","Sadiah Deigado"," ","Spaceholder",""," "
"Karleen Dobyns","Sadiah Deigado"," ","Spaceholder","",""
"Karleen Dobyns","Sadiah Deigado"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Sadiah Deigado","1. This person proactively works on solutions."," ","Current Performance","4"
"Karleen Dobyns","Sadiah Deigado","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Sadiah Deigado","2. This person makes the team more effective."," ","Current Performance","6"
"Karleen Dobyns","Sadiah Deigado","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Karleen Dobyns","Sadiah Deigado","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","4"
"Karleen Dobyns","Sadiah Deigado","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Current Performance","6"
"Karleen Dobyns","Sadiah Deigado","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Anne-Maree Koeber"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Karleen Dobyns","Anne-Maree Koeber"," ","Up to 3 things the person should improve","",""
"Karleen Dobyns","Anne-Maree Koeber"," ","Up to 3 things the person should keep doing","","Keep on working the way you do!"
"Karleen Dobyns","Anne-Maree Koeber"," ","Spaceholder","",""
"Karleen Dobyns","Anne-Maree Koeber"," ","Spaceholder","",""
"Karleen Dobyns","Anne-Maree Koeber"," ","Spaceholder","",""
"Karleen Dobyns","Anne-Maree Koeber"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Current Performance","7"
"Karleen Dobyns","Anne-Maree Koeber","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Anne-Maree Koeber","2. This person makes the team more effective."," ","Current Performance","3"
"Karleen Dobyns","Anne-Maree Koeber","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Karleen Dobyns","Anne-Maree Koeber","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","1"
"Karleen Dobyns","Anne-Maree Koeber","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Karleen Dobyns","Anne-Maree Koeber","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Jordi Delso"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Karleen Dobyns","Jordi Delso"," ","Up to 3 things the person should improve","","Nothing to improve, great work"
"Karleen Dobyns","Jordi Delso"," ","Up to 3 things the person should keep doing","",""
"Karleen Dobyns","Jordi Delso"," ","Spaceholder","",""
"Karleen Dobyns","Jordi Delso"," ","Spaceholder","",""
"Karleen Dobyns","Jordi Delso"," ","Spaceholder",""," "
"Karleen Dobyns","Jordi Delso"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Jordi Delso","1. This person proactively works on solutions."," ","Current Performance","4"
"Karleen Dobyns","Jordi Delso","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Jordi Delso","2. This person makes the team more effective."," ","Current Performance","2"
"Karleen Dobyns","Jordi Delso","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Current Performance","3"
"Karleen Dobyns","Jordi Delso","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Karleen Dobyns","Jordi Delso","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Jordi Delso","5. On my next project I would like to work with this person again."," ","Current Performance","1"
"Karleen Dobyns","Jordi Delso","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Averoes Cores"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Karleen Dobyns","Averoes Cores"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Karleen Dobyns","Averoes Cores"," ","Up to 3 things the person should keep doing","",""
"Karleen Dobyns","Averoes Cores"," ","Spaceholder","",""
"Karleen Dobyns","Averoes Cores"," ","Spaceholder","",""
"Karleen Dobyns","Averoes Cores"," ","Spaceholder",""," "
"Karleen Dobyns","Averoes Cores"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Averoes Cores","1. This person proactively works on solutions."," ","Current Performance","5"
"Karleen Dobyns","Averoes Cores","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Averoes Cores","2. This person makes the team more effective."," ","Current Performance","1"
"Karleen Dobyns","Averoes Cores","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Current Performance","5"
"Karleen Dobyns","Averoes Cores","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","2"
"Karleen Dobyns","Averoes Cores","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Averoes Cores","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Karleen Dobyns","Averoes Cores","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Mara Allgyer"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","Yes"
"Karleen Dobyns","Mara Allgyer"," ","Up to 3 things the person should improve","",""
"Karleen Dobyns","Mara Allgyer"," ","Up to 3 things the person should keep doing","","Financial models work great!"
"Karleen Dobyns","Mara Allgyer"," ","Spaceholder","",""
"Karleen Dobyns","Mara Allgyer"," ","Spaceholder",""," "
"Karleen Dobyns","Mara Allgyer"," ","Spaceholder","",""
"Karleen Dobyns","Mara Allgyer"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Mara Allgyer","1. This person proactively works on solutions."," ","Current Performance","6"
"Karleen Dobyns","Mara Allgyer","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Mara Allgyer","2. This person makes the team more effective."," ","Current Performance","5"
"Karleen Dobyns","Mara Allgyer","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
"Karleen Dobyns","Mara Allgyer","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","6"
"Karleen Dobyns","Mara Allgyer","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Current Performance","4"
"Karleen Dobyns","Mara Allgyer","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Ron Durda"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Karleen Dobyns","Ron Durda"," ","Up to 3 things the person should improve","","More data analysis skills!"
"Karleen Dobyns","Ron Durda"," ","Up to 3 things the person should keep doing","","I really like how you set up meetings"
"Karleen Dobyns","Ron Durda"," ","Spaceholder",""," "
"Karleen Dobyns","Ron Durda"," ","Spaceholder",""," "
"Karleen Dobyns","Ron Durda"," ","Spaceholder","",""
"Karleen Dobyns","Ron Durda"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Ron Durda","1. This person proactively works on solutions."," ","Current Performance","5"
"Karleen Dobyns","Ron Durda","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Ron Durda","2. This person makes the team more effective."," ","Current Performance","6"
"Karleen Dobyns","Ron Durda","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Current Performance","4"
"Karleen Dobyns","Ron Durda","3. This person delivers results that align with the project or team's needs."," ","Desired Performance",""
"Karleen Dobyns","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Current Performance","3"
"Karleen Dobyns","Ron Durda","4. This person demonstrates up-to-date knowledge relevant to their role in the team/ project."," ","Desired Performance",""
"Karleen Dobyns","Ron Durda","5. On my next project I would like to work with this person again."," ","Current Performance","3"
"Karleen Dobyns","Ron Durda","5. On my next project I would like to work with this person again."," ","Desired Performance",""
"Karleen Dobyns","Suzana Spink"," ","I worked closely enough with this person and feel confident to provide feedback to him/her","","No"
"Karleen Dobyns","Suzana Spink"," ","Up to 3 things the person should improve","","No improvements, awesome work"
"Karleen Dobyns","Suzana Spink"," ","Up to 3 things the person should keep doing","","Data-analysis is great!"
"Karleen Dobyns","Suzana Spink"," ","Spaceholder","",""
"Karleen Dobyns","Suzana Spink"," ","Spaceholder","",""
"Karleen Dobyns","Suzana Spink"," ","Spaceholder","",""
"Karleen Dobyns","Suzana Spink"," ","Your relationship to the person being assessed","","Peer"
"Karleen Dobyns","Suzana Spink","1. This person proactively works on solutions."," ","Current Performance","4"
"Karleen Dobyns","Suzana Spink","1. This person proactively works on solutions."," ","Desired Performance",""
"Karleen Dobyns","Suzana Spink","2. This person makes the team more effective."," ","Current Performance","4"
"Karleen Dobyns","Suzana Spink","2. This person makes the team more effective."," ","Desired Performance",""
"Karleen Dobyns","Suzana Spink","3. This person delivers results that align with the project or team's needs."," ","Current Performance","2"
